search_strategy,num_words,num_states,query_len,num_beam,recall,results,query,target,lattice_num_states,alpha,search_stage,time_seconds,words_per_sec
beam_forward_backward,20,121,8,10.0,1.0,"[('riva', 5.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unpracticed', 12.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.0011084099533036351,902.1932697550059
beam_forward_backward,20,121,8,10.0,0.0,"[('lief', 8.091449105602528), ('surrenal', 9.24649250497748), ('collectable', 10.040614705514566), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,0.001209602050948888,826.7181749696415
beam,20,121,8,20.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('backwasher', 9.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.0009930020314641297,1007.0472852160757
beam,20,121,8,20.0,0.0,"[('stop', 8.533790427589937), ('surrenal', 9.24649250497748), ('gossypine', 9.83615539762236), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,0.0011922590201720595,838.7439164483621
beam_forward_backward,20,121,8,20.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('backwasher', 9.0), ('unmounted', 9.0), ('envineyard', 9.0), ('unpracticed', 11.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.0019350249785929918,516.7891944873635
beam_forward_backward,20,121,8,20.0,0.0,"[('viol', 7.041748690426597), ('stop', 8.533790427589937), ('remass', 9.015842524082466), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,0.002236636995803565,447.09982079176257
beam,20,121,8,50.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gossypine', 8.0), ('backwasher', 9.0), ('envineyard', 13.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.002132861001882702,468.8538067493793
beam,20,121,8,50.0,0.0,"[('lief', 8.09158562689727), ('stop', 8.533790427589937), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('unpracticed', 12.342136994614668), ('semihiatus', 13.040666650962851), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,0.0025641070096753538,389.99932382955103
beam_forward_backward,20,121,8,50.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gossypine', 8.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unmounted', 9.0), ('unpracticed', 11.0), ('semihiatus', 11.0), ('trueheartedness', 14.0), ('margaritomancy', 16.0)]",frifysvh,riva,,0.0,search_time,0.0044140120153315365,226.55126368632912
beam_forward_backward,20,121,8,50.0,0.0,"[('viol', 7.041748690426597), ('lief', 8.091449105602528), ('stop', 8.533790427589937), ('severe', 8.889889575686288), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.585705872828722), ('envineyard', 11.00968219133864), ('unpracticed', 12.342136994614668), ('backwasher', 12.889993202719733), ('semihiatus', 13.040666650962851), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,search_time,0.005112133978400379,195.6130266196401
beam,20,121,8,100.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('gossypine', 8.0), ('stop', 8.0), ('severe', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('surrenal', 12.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.0038451840518973768,260.06557462615024
beam,20,121,8,100.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091553400223715), ('stop', 8.533790427589937), ('severe', 8.881905363868652), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('semihiatus', 11.816516438658665), ('backwasher', 11.891925806749573), ('unpracticed', 11.968240060326622), ('collectable', 13.040614705516555), ('envineyard', 13.994080756718043), ('trueheartedness', 14.769339205654763), ('margaritomancy', 14.948612954752413)]",frifysvh,riva,,0.01778279410038923,search_time,0.004315024008974433,231.74842084776105
beam_forward_backward,20,121,8,100.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('gossypine', 8.0), ('stop', 8.0), ('severe', 8.0), ('surrenal', 8.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unmounted', 9.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.007869638036936522,127.0706473800259
beam_forward_backward,20,121,8,100.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602528), ('stop', 8.533790427589937), ('severe', 8.88190536386865), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.58570587282872), ('envineyard', 11.00968219133864), ('semihiatus', 11.816516438658665), ('backwasher', 11.890025397894338), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.987545776422312), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,search_time,0.008382530009839684,119.29572561340882
beam,20,121,8,200.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('severe', 8.0), ('stop', 8.0), ('surrenal', 8.0), ('gossypine', 8.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.004607709008269012,217.0275940180676
beam,20,121,8,200.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602527), ('stop', 8.533790427589937), ('severe', 8.881905363868652), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('envineyard', 10.99700075033911), ('collectable', 10.998755454401369), ('semihiatus', 11.816516438658665), ('backwasher', 11.891925806749573), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.9552974436343), ('trueheartedness', 14.769339205654763)]",frifysvh,riva,,0.01778279410038923,search_time,0.005190823052544147,192.6476764623822
beam_forward_backward,20,121,8,200.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('severe', 8.0), ('stop', 8.0), ('surrenal', 8.0), ('gossypine', 8.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 9.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.008981384977232665,111.34140252699856
beam_forward_backward,20,121,8,200.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602527), ('stop', 8.533790427589937), ('severe', 8.88190536386865), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.58570587282872), ('envineyard', 10.995536054405195), ('semihiatus', 11.816516438658665), ('backwasher', 11.890025397894338), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.9552974436343), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,search_time,0.010069245006889105,99.31231182832745
edit_graph,20,121,7,,,"[('hutcher', 5.0)]",wuwhwzr,hutcher,14.0,,search_time,0.0004898479674011469,2041.4497283829267
edit_graph,20,121,7,,,"[('hutcher', 3.13551712)]",wuwhwzr,hutcher,14.0,0.01778279410038923,search_time,0.0011636639828793705,859.3546029718989
beam,20,121,7,10.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0)]",wuwhwzr,hutcher,,0.0,search_time,0.00047191401245072484,2119.030106367981
beam,20,121,7,10.0,0.0,"[('lief', 6.52350687451574), ('hutcher', 6.7369404948216)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.00045965000754222274,2175.5683315378637
beam_forward_backward,20,121,7,10.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('backwasher', 8.0)]",wuwhwzr,hutcher,,0.0,search_time,0.0008921099943108857,1120.9380080675528
beam_forward_backward,20,121,7,10.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239114), ('hutcher', 6.7369404948216)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.0008542879950255156,1170.5654367414263
beam,20,121,7,20.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('surrenal', 7.0), ('unmounted', 9.0)]",wuwhwzr,hutcher,,0.0,search_time,0.0008104850421659648,1233.8290628135094
beam,20,121,7,20.0,0.0,"[('viol', 5.495309150809301), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('trueheartedness', 14.467480839270458)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.0008512630010955036,1174.72508345022
beam_forward_backward,20,121,7,20.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('surrenal', 7.0), ('riva', 7.0), ('backwasher', 8.0), ('unmounted', 9.0), ('unpracticed', 11.0)]",wuwhwzr,hutcher,,0.0,search_time,0.0016444160137325525,608.1186218383785
beam_forward_backward,20,121,7,20.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('backwasher', 9.949853704773778), ('trueheartedness', 14.467480839270458)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.001742600987199694,573.8548338635852
beam,20,121,7,50.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('surrenal', 7.0), ('bearance', 8.0), ('unmounted', 9.0), ('backwasher', 9.0), ('collectable', 11.0), ('unpracticed', 11.0)]",wuwhwzr,hutcher,,0.0,search_time,0.0019892179989255965,502.71011047563087
beam,20,121,7,50.0,0.0,"[('viol', 5.495309150809301), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061594), ('gossypine', 9.768398410263947), ('remass', 9.793190742465004), ('bullskin', 9.834841423218542), ('semihiatus', 9.885779940852364), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.0021737379720434546,460.0370480991944
beam_forward_backward,20,121,7,50.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('surrenal', 7.0), ('riva', 7.0), ('bearance', 8.0), ('backwasher', 8.0), ('unmounted', 9.0), ('gossypine', 9.0), ('envineyard', 10.0), ('collectable', 11.0), ('unpracticed', 11.0)]",wuwhwzr,hutcher,,0.0,search_time,0.003884768986608833,257.415564077837
beam_forward_backward,20,121,7,50.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061594), ('semihiatus', 9.317673605406194), ('gossypine', 9.768398410263947), ('remass', 9.79305009091609), ('bullskin', 9.834841423218542), ('backwasher', 9.949853704773778), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 12.598484311734373), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.004488161997869611,222.80835684511132
beam,20,121,7,100.0,1.0,"[('hutcher', 5.0), ('gallop', 7.0), ('lief', 7.0), ('remass', 7.0), ('riva', 7.0), ('severe', 7.0), ('stop', 7.0), ('bullskin', 7.0), ('surrenal', 7.0), ('bearance', 8.0), ('gossypine', 9.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 19.0)]",wuwhwzr,hutcher,,0.0,search_time,0.0032948620500974357,303.5028431525466
beam,20,121,7,100.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061592), ('gossypine', 9.768398410263947), ('remass', 9.793050090916092), ('bullskin', 9.834841423218542), ('semihiatus', 9.885779940852364), ('backwasher', 9.896910924021856), ('bearance', 9.970994104179919), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 10.948659578481662), ('envineyard', 12.968055232219834), ('trueheartedness', 13.835829935911374), ('collectable', 14.034503560524872), ('margaritomancy', 15.953817637415252)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.0038306069909594953,261.0552328547593
beam_forward_backward,20,121,7,100.0,1.0,"[('hutcher', 5.0), ('gallop', 7.0), ('lief', 7.0), ('remass', 7.0), ('riva', 7.0), ('severe', 7.0), ('stop', 7.0), ('bullskin', 7.0), ('surrenal', 7.0), ('viol', 7.0), ('bearance', 8.0), ('backwasher', 8.0), ('gossypine', 9.0), ('unmounted', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 15.0)]",wuwhwzr,hutcher,,0.0,search_time,0.006281128968112171,159.20704782162048
beam_forward_backward,20,121,7,100.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061592), ('bearance', 8.970998308920096), ('semihiatus', 9.317673605406194), ('gossypine', 9.768398410263947), ('remass', 9.79305009091609), ('bullskin', 9.834841423218542), ('backwasher', 9.896910924021856), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 10.948659578481662), ('envineyard', 10.970859251641246), ('collectable', 11.602907137532183), ('margaritomancy', 13.627557741235613), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.007704696035943925,129.79097362631867
beam,20,121,7,200.0,1.0,"[('hutcher', 5.0), ('gallop', 7.0), ('lief', 7.0), ('remass', 7.0), ('riva', 7.0), ('severe', 7.0), ('stop', 7.0), ('viol', 7.0), ('bullskin', 7.0), ('surrenal', 7.0), ('bearance', 8.0), ('gossypine', 9.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 15.0)]",wuwhwzr,hutcher,,0.0,search_time,0.003908523998688906,255.85105792760763
beam,20,121,7,200.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061592), ('bearance', 8.970998308920095), ('gossypine', 9.768398410263947), ('remass', 9.793050090916092), ('bullskin', 9.834841423218542), ('semihiatus', 9.885779940852364), ('backwasher', 9.896910924021856), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 10.948659578481662), ('envineyard', 10.970859251641246), ('collectable', 10.99057870829564), ('margaritomancy', 13.017068971958157), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.004481819982174784,223.12364262224435
beam_forward_backward,20,121,7,200.0,1.0,"[('hutcher', 5.0), ('gallop', 7.0), ('lief', 7.0), ('remass', 7.0), ('riva', 7.0), ('severe', 7.0), ('stop', 7.0), ('viol', 7.0), ('bullskin', 7.0), ('surrenal', 7.0), ('bearance', 8.0), ('backwasher', 8.0), ('gossypine', 9.0), ('unmounted', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 15.0)]",wuwhwzr,hutcher,,0.0,search_time,0.007705045980401337,129.7850788358193
beam_forward_backward,20,121,7,200.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061592), ('bearance', 8.970998308920095), ('semihiatus', 9.317673605406194), ('gossypine', 9.768398410263947), ('remass', 9.79305009091609), ('bullskin', 9.834841423218542), ('backwasher', 9.896910924021856), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 10.94865957848166), ('envineyard', 10.970859251641246), ('collectable', 10.99057870829564), ('margaritomancy', 13.017068971958157), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.008797987014986575,113.66236370849269
edit_graph,20,148,12,,,"[('treading', 5.0)]",ktryjeadwino,treading,13.0,,search_time,0.0005581169971264899,1791.7390173540318
edit_graph,20,148,12,,,"[('treading', 4.80361986)]",ktryjeadwino,treading,13.0,0.31622776601683794,search_time,0.002463125973008573,405.9881674580188
beam,20,148,12,10.0,0.0,"[('acrobat', 10.0), ('adighe', 11.0)]",ktryjeadwino,treading,,0.0,search_time,0.0006599699845537543,1515.2204242684772
beam,20,148,12,10.0,0.0,"[('iconostas', 10.6893043269016), ('hypomorph', 12.736554256351434), ('incumbentess', 14.2919059649531)]",ktryjeadwino,treading,,0.31622776601683794,search_time,0.00076957797864452,1299.4134808292317
